案件編號,發生時間,災情類別,相近地點,災情描述,權責單位,通報來源,lat,log
42020023500313,2020-05-13 09:28,"[民生、基礎設施災情]
電線（桿）毀損",屏東縣九如鄉[屏東縣九如鄉九明村13鄰衛武街3號],民眾通報九如路二段電線桿倒塌，導致停電,台灣電力股份有限公司(已處理),災情查報,22.731351,120.477867
42020023500172,2020-05-13 09:28,"[積淹水災情]
地下道淹水",屏東縣新埤鄉[屏東縣新埤鄉建功村2鄰建新路11號],大雨導致屏東縣新埤鄉建新路大大地下道積水約60公分，使得車輛無法通行，有6人受困於此。,屏東縣政府水利處(待處理),災情查報,22.481667,120.574776
42020023500880,2020-05-13 09:29,"[積淹水災情]
道路積淹水",屏東縣高樹鄉明義路100號,"因溪水暴漲,往六龜區的明義路淹水約60公分.造成3人受困。==========因溪水暴漲,往六龜區的明義路淹水約60公分.造成3人受困。","屏東縣政府水利處(待處理)
高樹鄉公所(已處理)",災情查報,22.865475,120.626823
42020023500135,2020-05-13 09:29,"[路樹災情]
路樹倒塌",屏東縣瑪家鄉佳義村泰平巷,村莊道路旁路樹倒塌，造成雙向道路不通,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)",災情查報,22.65307,120.631274
42020023500146,2020-05-13 09:29,"[路樹災情]
路樹倒塌",屏東縣瑪家鄉佳義村泰平巷,村莊道路旁路樹倒塌，造成雙向道路不通,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
瑪家鄉公所(已處理)",災情查報,22.65307,120.631274
42020023500496,2020-05-13 09:29,"[道路、隧道災情]
工區及周邊區域損壞",屏東縣枋寮鄉[屏東縣枋寮鄉新龍村2鄰義民路10號之2],民宅改建施工區域鷹架因風災掉落砸傷路過民眾及車輛,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
枋寮鄉公所(已處理)",災情查報,22.373639,120.585795
42020023500354,2020-05-13 09:29,"[積淹水災情]
道路積淹水",屏東縣來義鄉古樓村育英路[屏東縣來義鄉古樓村1鄰育英路1號],測試,來義鄉公所(已處理),災情查報,22.527541,120.625931
42020023500356,2020-05-13 09:30,"[道路、隧道災情]
路基流失",屏東縣瑪家鄉佳義村泰平巷,靠瞌睡溪旁道路，遭大水沖刷，路基流失，造成2人受困,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)",災情查報,22.65307,120.631274
42020023500335,2020-05-13 09:30,"[道路、隧道災情]
路基流失",屏東縣瑪家鄉佳義村泰平巷,靠瞌睡溪旁道路，遭大水沖刷，路基流失，造成2人受困,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
瑪家鄉公所(已處理)",災情查報,22.65307,120.631274
42020023500602,2020-05-13 09:32,"[民生、基礎設施災情]
自來水停水",屏東縣瑪家鄉佳義村泰平巷,因溪水沖毀橋樑，供自來水管線損毀斷裂，造成全村斷水。,"台灣自來水股份有限公司(待處理)
瑪家鄉公所(已處理)",災情查報,22.65307,120.631274
42020023500501,2020-05-13 09:32,"[橋梁災情]
橋墩基礎沖刷",屏東縣九如鄉,大雨沖刷導致橋樑地基不穩,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
九如鄉公所(已處理)",災情查報,22.753076,120.4925
42020023500513,2020-05-13 09:32,"[橋梁災情]
橋墩基礎沖刷",屏東縣九如鄉[屏東縣九如鄉九明村7鄰九如路二段1巷2號],橋墩基礎沖刷，可能有斷裂危險。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
九如鄉公所(已處理)",災情查報,22.725362,120.487542
42020023500499,2020-05-13 09:32,"[橋梁災情]
橋墩基礎沖刷",屏東縣九如鄉,大雨沖刷導致橋樑地基不穩,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
九如鄉公所(已處理)",災情查報,22.753076,120.4925
42020023500549,2020-05-13 09:32,"[廣告招牌災情]
廣告招牌掉落",屏東縣長治鄉[屏東縣長治鄉繁榮村1鄰昌榮街15號],招牌掉落阻礙道路,"屏東縣政府城鄉發展處(已處理)
長治鄉公所(已處理)",災情查報,22.705629,120.573998
42020023500558,2020-05-13 09:32,"[積淹水災情]
地下道淹水",屏東縣來義鄉古樓村育英路2號[屏東縣來義鄉古樓村1鄰育英路6號],測試,來義鄉公所(已處理),災情查報,22.527835,120.626524
42020023500538,2020-05-13 09:32,"[廣告招牌災情]
廣告招牌掉落",屏東縣長治鄉[屏東縣長治鄉繁榮村1鄰昌榮街15號],招牌掉落阻礙道路,"屏東縣政府城鄉發展處(已處理)
長治鄉公所(已處理)",災情查報,22.705629,120.573998
42020023500544,2020-05-13 09:33,"[其他災情]
其他",屏東縣屏東市忠孝路226號,協助災情處理(縣政府填報)--1,"屏東縣後備指揮部(待處理)
經濟部水利署南區水資源局(待處理)
經濟部水利署第七河川局(待處理)
台灣自來水股份有限公司(待處理)
交通部公路總局第三區養護工程處(待處理)
屏東監理站(待處理)
行政院農業委員會農糧署南區分署(待處理)
農田水利會(待處理)
行政院海岸巡防署海岸巡防總局南部地區巡防局(待處理)
行政院海岸巡防署海洋巡防總局(待處理)
屏東縣政府(待處理)
屏東縣政府警察局(待處理)
屏東縣政府警察局東港分局(待處理)
屏東縣政府警察局恆春分局(待處理)
屏東縣政府警察局枋寮分局(待處理)
屏東縣政府衛生局(待處理)
屏東縣政府消防局(待處理)
屏東縣政府稅務局(待處理)
屏東縣政府教育處(待處理)
屏東縣政府水利處(待處理)
屏東縣政府農業處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府傳播暨國際事務處(待處理)
第六三大隊(待處理)
欣屏天然氣公司(待處理)
紅十字會屏東縣支會(待處理)
陸軍機步333旅(待處理)
中華電信股份有限公司產業工會(待處理)
海洋委員會海巡署南部分署(待處理)
第八巡防區指揮部(待處理)
台灣電力股份有限公司(已處理)
交通部臺灣鐵路管理局高雄運務段屏東站(已處理)
屏東縣政府警察局屏東分局(已處理)
屏東縣政府警察局潮州分局(已處理)
屏東縣政府警察局里港分局(已處理)
屏東縣政府警察局內埔分局(已處理)
屏東縣政府環境保護局(已處理)
屏東縣政府民政處(已處理)
屏東縣政府人事處(已處理)
屏東縣政府原住民處(已處理)
屏東縣政府社會處(已處理)
屏東縣政府城鄉發展處(已處理)
屏東縣政府交通旅遊處(已處理)",災情查報,22.693037,120.490286
42020023501354,2020-05-13 09:34,"[橋梁災情]
橋墩基礎沖刷",屏東縣新園鄉[屏東縣新園鄉新園村11鄰環堤路二段350之2號],新園鄉新園村00橋水位因達一級警戒水位，目前以進行封橋作業，暫時禁止人車同行==========新園鄉新園村00橋水位因達一級警戒水位，目前以進行封橋作業，暫時禁止人車同行,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
新園鄉公所(已處理)",災情查報,22.505296,120.434527
12020023500697,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣泰武鄉[屏東縣泰武鄉佳平村5鄰佳平巷179號],因溪水暴漲，往泰武鄉的佳平村部分地區淹水，造成 1 人受傷。,"屏東縣政府水利處(待處理)
泰武鄉公所(已處理)",網路災情通報,22.592076,120.632682
42020023500870,2020-05-13 09:35,"[積淹水災情]
房屋積淹水",屏東縣九如鄉[屏東縣九如鄉大坵村7鄰水尾路15號],水尾路15號、17號住戶進水,"屏東縣政府消防局(待處理)
屏東縣政府水利處(待處理)
九如鄉公所(已處理)",災情查報,22.743868,120.47434
42020023500798,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣瑪家鄉三和村三和,因溪水暴漲，往長治鄉的聯外道路淹水約50公分，造成3人受困。,"屏東縣政府水利處(待處理)
瑪家鄉公所(已處理)",災情查報,22.70865258,120.64945172
42020023500600,2020-05-13 09:35,"[其他災情]
其他",屏東縣潮州鎮,協助災情處理(縣政府填報)--3,"屏東縣後備指揮部(待處理)
經濟部水利署南區水資源局(待處理)
台灣自來水股份有限公司(待處理)
交通部公路總局第三區養護工程處(待處理)
屏東監理站(待處理)
行政院農業委員會農糧署南區分署(待處理)
農田水利會(待處理)
行政院海岸巡防署海岸巡防總局南部地區巡防局(待處理)
行政院海岸巡防署海洋巡防總局(待處理)
屏東縣政府(待處理)
屏東縣政府警察局(待處理)
屏東縣政府警察局東港分局(待處理)
屏東縣政府警察局恆春分局(待處理)
屏東縣政府警察局枋寮分局(待處理)
屏東縣政府衛生局(待處理)
屏東縣政府消防局(待處理)
屏東縣政府稅務局(待處理)
屏東縣政府教育處(待處理)
屏東縣政府水利處(待處理)
屏東縣政府農業處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府傳播暨國際事務處(待處理)
第六三大隊(待處理)
欣屏天然氣公司(待處理)
紅十字會屏東縣支會(待處理)
陸軍機步333旅(待處理)
中華電信股份有限公司產業工會(待處理)
海洋委員會海巡署南部分署(待處理)
第八巡防區指揮部(待處理)
經濟部水利署第七河川局(已處理)
台灣電力股份有限公司(已處理)
交通部臺灣鐵路管理局高雄運務段屏東站(已處理)
屏東縣政府警察局屏東分局(已處理)
屏東縣政府警察局潮州分局(已處理)
屏東縣政府警察局里港分局(已處理)
屏東縣政府警察局內埔分局(已處理)
屏東縣政府環境保護局(已處理)
屏東縣政府民政處(已處理)
屏東縣政府人事處(已處理)
屏東縣政府原住民處(已處理)
屏東縣政府社會處(已處理)
屏東縣政府城鄉發展處(已處理)
屏東縣政府交通旅遊處(已處理)",災情查報,22.51068,120.535584
42020023500619,2020-05-13 09:35,"[其他災情]
其他",屏東縣潮州鎮,協助災情處理(縣政府填報)--2,"屏東縣後備指揮部(待處理)
經濟部水利署南區水資源局(待處理)
台灣自來水股份有限公司(待處理)
交通部公路總局第三區養護工程處(待處理)
屏東監理站(待處理)
行政院農業委員會農糧署南區分署(待處理)
農田水利會(待處理)
行政院海岸巡防署海岸巡防總局南部地區巡防局(待處理)
行政院海岸巡防署海洋巡防總局(待處理)
屏東縣政府(待處理)
屏東縣政府警察局(待處理)
屏東縣政府警察局東港分局(待處理)
屏東縣政府警察局恆春分局(待處理)
屏東縣政府警察局枋寮分局(待處理)
屏東縣政府衛生局(待處理)
屏東縣政府消防局(待處理)
屏東縣政府稅務局(待處理)
屏東縣政府教育處(待處理)
屏東縣政府水利處(待處理)
屏東縣政府農業處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府傳播暨國際事務處(待處理)
第六三大隊(待處理)
欣屏天然氣公司(待處理)
紅十字會屏東縣支會(待處理)
陸軍機步333旅(待處理)
中華電信股份有限公司產業工會(待處理)
海洋委員會海巡署南部分署(待處理)
第八巡防區指揮部(待處理)
經濟部水利署第七河川局(已處理)
台灣電力股份有限公司(已處理)
交通部臺灣鐵路管理局高雄運務段屏東站(已處理)
屏東縣政府警察局屏東分局(已處理)
屏東縣政府警察局潮州分局(已處理)
屏東縣政府警察局里港分局(已處理)
屏東縣政府警察局內埔分局(已處理)
屏東縣政府環境保護局(已處理)
屏東縣政府民政處(已處理)
屏東縣政府人事處(已處理)
屏東縣政府原住民處(已處理)
屏東縣政府社會處(已處理)
屏東縣政府城鄉發展處(已處理)
屏東縣政府交通旅遊處(已處理)",災情查報,22.51068,120.535584
42020023501418,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣長治鄉[屏東縣長治鄉繁華村8鄰水源路175號],淹水,"屏東縣政府水利處(待處理)
長治鄉公所(已處理)",災情查報,22.69721,120.558652
42020023501459,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣長治鄉[屏東縣長治鄉繁華村8鄰水源路98之36號],淹水,"屏東縣政府水利處(待處理)
長治鄉公所(已處理)",災情查報,22.699587,120.564787
42020023501397,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣長治鄉[屏東縣長治鄉繁華村8鄰水源路175號],淹水,"屏東縣政府水利處(待處理)
長治鄉公所(已處理)",災情查報,22.69721,120.558652
42020023501405,2020-05-13 09:35,"[積淹水災情]
道路積淹水",屏東縣長治鄉[屏東縣長治鄉繁華村8鄰水源路175號],淹水,"屏東縣政府水利處(待處理)
長治鄉公所(已處理)",災情查報,22.69721,120.558652
42020023501001,2020-05-13 09:36,"[道路、隧道災情]
道路落石",屏東縣里港鄉玉田村八德路88號,"因連日豪大雨.導致道路兩側土石鬆動造成落石及土石泥堆滿道路.並使得車輛無法通行且有一台車輛中有6人受困於車內
","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
里港鄉公所(已處理)",災情查報,22.775001,120.491128
42020023501414,2020-05-13 09:37,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣獅子鄉內文橋,屏東縣獅子鄉內文村內文橋水位因達一級緊戒水位，目前已進行封橋作業，暫時禁止人車通行,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)
獅子鄉公所(處理中)",災情查報,22.20177208,120.70544461
42020023501386,2020-05-13 09:40,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣車城鄉[屏東縣車城鄉溫泉村1鄰內埔4號],車城鄉懷恩橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。==========車城鄉懷恩橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
車城鄉公所(已處理)",災情查報,22.08146,120.739521
42020023501434,2020-05-13 09:40,"[道路、隧道災情]
路基流失",屏東縣林邊鄉,道路路基流失，導致雙向不通，已設置路障,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
林邊鄉公所(已處理)",災情查報,22.450265,120.501755
42020023501424,2020-05-13 09:40,"[道路、隧道災情]
路基流失",屏東縣林邊鄉,道路路基流失，導致雙向不通，已設置路障,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
林邊鄉公所(已處理)",災情查報,22.450265,120.501755
42020023503459,2020-05-13 09:40,"[道路、隧道災情]
路基流失",屏東縣東港鎮中山路50號,中山路50號前路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
東港鎮公所(已處理)",災情查報,22.466614,120.450755
42020023501907,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣內埔鄉水門村隘寮溪堤防,接獲民眾報案，本鄉水門村因溪水暴漲，往隘寮溪堤防道路路基流失、積水無法通行，有2人受困於此。(已處理),"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
內埔鄉公所(已處理)",災情查報,22.61206939,120.56689725
42020023501912,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣內埔鄉水門村隘寮溪堤防,接獲民眾報案，本鄉水門村因溪水暴漲，往隘寮溪堤防道路路基流失、積水無法通行，有2人受困於此。(已處理),"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
內埔鄉公所(已處理)",災情查報,22.61206939,120.56689725
42020023501916,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣內埔鄉水門村隘寮溪堤防,接獲民眾報案，本鄉水門村因溪水暴漲，往隘寮溪堤防道路路基流失、積水無法通行，有2人受困於此。(已處理),"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
內埔鄉公所(已處理)",災情查報,22.61206939,120.56689725
42020023501451,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣春日鄉七佳村自強一路1號 ,接獲民眾報案，在七佳因溪水暴漲，往七佳堤防道路路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.427866,120.626795
42020023501443,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣春日鄉七佳村自強一路1號 ,接獲民眾報案，在七佳因溪水暴漲，往七佳堤防道路路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.427866,120.626795
42020023501449,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣春日鄉七佳村自強一路1號 ,接獲民眾報案，在七佳因溪水暴漲，往七佳堤防道路路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.427866,120.626795
42020023501454,2020-05-13 09:41,"[道路、隧道災情]
路基流失",屏東縣春日鄉七佳村自強一路1號 ,接獲民眾報案，在七佳因溪水暴漲，往七佳堤防道路路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.427866,120.626795
42020023501165,2020-05-13 09:42,"[積淹水災情]
房屋積淹水",屏東縣瑪家鄉三和村三和,因大水暴漲，水淹約50公分，造成三和村玉泉社區部分地區居民房屋積水。,"屏東縣政府消防局(待處理)
屏東縣政府水利處(待處理)
瑪家鄉公所(已處理)",災情查報,22.70865258,120.64945172
42020023501491,2020-05-13 09:43,"[道路、隧道災情]
土石流阻斷",屏東縣里港鄉玉田村和平路134號,"因連日豪雨.導致道路兩側土石鬆動造成落石及土石泥堆滿道路.並使得車輛無法通行且有一台車輛中有8人受困於車內
","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
里港鄉公所(已處理)",災情查報,22.77679,120.487014
42020023501436,2020-05-13 09:45,"[路樹災情]
路樹傾斜",屏東縣南州鄉萬華路21號,"樹倒,阻礙交通","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
南州鄉公所(已處理)",災情查報,22.464411,120.503982
42020023501979,2020-05-13 09:47,"[道路、隧道災情]
道路落石",屏東縣新園鄉,接獲民眾報案在新園鄉港西村因溪水暴漲，往烏龍方向提防道路路基流失、積水無法通行。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
新園鄉公所(已處理)",災情查報,22.54764,120.473233
42020023501834,2020-05-13 09:48,"[道路、隧道災情]
土石流阻斷",屏東縣春日鄉七佳村自強二路33號,屏東縣春日鄉爆發土石流，土石隨溪流而下，穿越2條馬路，灌進1戶民宅，2層樓建築遭土石淹沒，2人受困。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.429068,120.62951
42020023501637,2020-05-13 09:48,"[積淹水災情]
其他",屏東縣九如鄉,因溪水暴漲，往里港鄉的九里路淹水約50公分，造成3人受困,"屏東縣政府水利處(待處理)
九如鄉公所(已處理)",災情查報,22.753076,120.4925
42020023501674,2020-05-13 09:48,"[道路、隧道災情]
道路落石",屏東縣車城鄉[屏東縣車城鄉溫泉村1鄰溫泉路1號],土石滑落占據車道,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
車城鄉公所(已處理)",災情查報,22.084162,120.735402
42020023502284,2020-05-13 09:48,"[道路、隧道災情]
邊坡坍方",屏東縣琉球鄉,民族路三角公園旁本福隧道，受掉落砂石卡礑隧道影響致該處交通中斷,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
琉球鄉公所(已處理)",災情查報,22.349648,120.38627
42020023501890,2020-05-13 09:48,"[橋梁災情]
橋墩基礎沖刷",屏東縣里港鄉玉田村八德路208號,"因連日豪大雨.導致大橋橋墩沖刷並造成橋面斷裂.並使得雙方兩側車輛無法通行.且有一台車輛在於橋身斷裂面中.且有4人受困於車內
","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
里港鄉公所(已處理)",災情查報,22.774309,120.490025
42020023501902,2020-05-13 09:50,"[橋梁災情]
橋梁斷裂",屏東縣南州鄉同安路19號,接獲民眾報案，在同安里因溪水暴漲，往堤防道路路基流失、積水無法通行，有2人受困於此。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
南州鄉公所(已處理)",災情查報,22.472858,120.525525
42020023501859,2020-05-13 09:51,"[積淹水災情]
地下道淹水",屏東縣九如鄉,大雨導致九如鄉九如路地下導積水約60公分，使得車輛無法通行，有6 人受困於此,"屏東縣政府水利處(待處理)
九如鄉公所(已處理)",災情查報,22.753076,120.4925
42020023502286,2020-05-13 09:51,"[積淹水災情]
房屋積淹水",屏東縣林邊鄉中正路,房屋淹水，迅速撤離鄉民至安全收容所，無傷亡,"屏東縣政府消防局(待處理)
屏東縣政府水利處(待處理)
林邊鄉公所(已處理)",災情查報,22.454527,120.503766
42020023502056,2020-05-13 09:51,"[水利設施災情]
堤防毀損",[屏東縣南州鄉萬華村9鄰大埔路5之1號],牛埔溪潰堤，大量土石流入村庄，交通受阻及人員受困,"屏東縣政府水利處(待處理)
經濟部水利署第七河川局(已處理)
南州鄉公所(已處理)",災情查報,22.473906,120.515036
42020023501972,2020-05-13 09:52,"[道路、隧道災情]
路基流失",屏東縣車城鄉[屏東縣車城鄉溫泉村4鄰內埔41之2號],路基嚴重掏空，兩個和尚受困青龍寺,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
車城鄉公所(已處理)",災情查報,22.081237,120.749208
42020023502012,2020-05-13 09:53,"[道路、隧道災情]
道路落石",屏東縣來義鄉望嘉村,道路落石,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
來義鄉公所(已處理)",災情查報,22.5262407,120.63163803
42020023502122,2020-05-13 09:53,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣春日鄉七佳村自強一路60號,屏東縣春日鄉力里橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)
春日鄉公所(已處理)",災情查報,22.427459,120.628147
12020023503433,2020-05-13 09:54,"[路樹災情]
路樹倒塌",屏東縣南州鄉溪洲村仁愛路8-7號,溪洲村門口路樹被強風吹倒，壓到電線造成爆炸，引起火災，並造成8名路人受傷。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
南州鄉公所(已處理)",網路災情通報,22.490498,120.508778
42020023502405,2020-05-13 09:55,"[道路、隧道災情]
土石流阻斷",屏東縣內埔鄉內埔村廣濟路,屏東縣內埔鄉爆發土石流，土石隨溪流而下，穿越2條馬路，灌進1戶民宅，2層樓建築遭土石淹沒，2人受困。(已處理),"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
內埔鄉公所(已處理)",災情查報,22.615695,120.566092
42020023502341,2020-05-13 09:56,"[橋梁災情]
橋梁斷裂",屏東縣潮州鎮潮州大橋,(測試)因地震因素，往竹田鄉的潮州大橋之強梁斷裂，造成5人失蹤。,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
潮州鎮公所(已處理)",災情查報,22.54989833,120.54304359
42020023502094,2020-05-13 09:56,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣來義鄉望嘉村,河川水位達警戒水位及封閉橋梁,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
來義鄉公所(已處理)",災情查報,22.5262407,120.63163803
42020023502297,2020-05-13 09:56,"[積淹水災情]
道路積淹水",屏東縣車城鄉[屏東縣車城鄉福興村1鄰福興路1號],中山路及新興路交口積水，車輛無法通行,"屏東縣政府水利處(待處理)
車城鄉公所(已處理)",災情查報,22.072477,120.713868
42020023503226,2020-05-13 09:56,"[道路、隧道災情]
邊坡坍方",屏東縣佳冬村,邊坡坍方造成車輛無法通行10人受困車內,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府工務處(待處理)
佳冬鄉公所(已處理)",災情查報,22.66228287,120.49156901
12020023502420,2020-05-13 09:56,"[積淹水災情]
道路積淹水",屏東縣屏東市,道路淹水,"屏東縣屏東市衛生所(待處理)
屏東縣屏東市戶政事務所(待處理)
屏東縣政府水利處(待處理)
屏東縣屏東市清潔隊(待處理)
屏東市公所(已處理)",網路災情通報,22.6702874,120.4910256
42020023502685,2020-05-13 09:56,"[積淹水災情]
道路積淹水",屏東縣新園鄉仙吉村仙吉路148號,因溪水暴漲，往萬丹鄉的台27縣淹水約35公分,"屏東縣政府水利處(待處理)
新園鄉公所(已處理)",災情查報,22.54378,120.461514
42020023502146,2020-05-13 09:57,"[道路、隧道災情]
土石流阻斷",屏東縣來義鄉望嘉村,土石流阻斷,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
來義鄉公所(已處理)",災情查報,22.5262407,120.63163803
42020023502662,2020-05-13 09:57,"[積淹水災情]
道路積淹水",屏東縣春日鄉七佳村自強一路12號,因溪水暴漲，往春日鄉的七佳村自強一路淹水約50公分，造成3人受困。,"屏東縣政府水利處(待處理)
春日鄉公所(已處理)",災情查報,22.427785,120.627454
42020023502263,2020-05-13 09:58,"[積淹水災情]
道路積淹水",屏東縣來義鄉望嘉村,道路積淹水,"屏東縣政府水利處(待處理)
來義鄉公所(已處理)",災情查報,22.5262407,120.63163803
42020023502743,2020-05-13 09:58,"[道路、隧道災情]
道路落石",屏東縣恆春鎮恒西路16號,"該區域道路因為大雨沖刷,碎石甚多,坑洞繁多,導致車道單向受阻。 ","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
恆春鎮公所(已處理)",災情查報,22.002731,120.741556
42020023502949,2020-05-13 09:58,"[橋梁災情]
橋梁斷裂",屏東縣高樹鄉[屏東縣高樹鄉新豐村22鄰維興路115號],"道路斷裂,目前只能單向通行,無人傷亡","交通部公路總局第三區養護工程處(待處理)
屏東縣政府工務處(待處理)
屏東縣政府警察局(已處理)
高樹鄉公所(已處理)",災情查報,22.880286,120.645882
42020023502387,2020-05-13 09:59,"[積淹水災情]
地區積淹水",屏東縣來義鄉望嘉村,地區積淹水雙向不通,"屏東縣政府水利處(待處理)
來義鄉公所(已處理)",災情查報,22.5262407,120.63163803
42020023502943,2020-05-13 09:59,"[橋梁災情]
河川水位達警戒水位及封閉橋梁",屏東縣琉球鄉漁福村三民路漁福橋附近,連日豪雨不斷致琉球溪暴，漁福村三民路11巷附近漁福橋河川水位達警戒水位,"交通部公路總局第三區養護工程處(待處理)
屏東縣政府警察局(待處理)
屏東縣政府水利處(待處理)
屏東縣政府工務處(待處理)
琉球鄉公所(已處理)",災情查報,22.352824,120.382335
42020023502537,2020-05-13 10:00,"[積淹水災情]
地區積淹水",屏東縣車城鄉[屏東縣車城鄉新街村4鄰新街路4號],新街橋施工，原有排水系統受阻，新街排水溝雨水溢流,"屏東縣政府水利處(待處理)
車城鄉公所(已處理)",災情查報,22.060266,120.716368
